id,carat,cut,color,clarity,depth,table,price
21801,0.41,5,7,2,62.6,57.0,656
21802,0.4,5,4,4,62.3,57.0,1035
21803,0.5,4,7,4,61.1,58.0,1752
21804,1.57,5,6,4,62.3,57.0,16570
21805,0.31,3,4,5,63.2,56.0,802
21806,0.36,5,3,4,61.4,57.0,587
21807,0.71,4,7,3,61.3,58.0,2797
21808,0.7,3,6,3,62.1,60.0,2730
21809,0.34,4,2,3,61.8,57.0,574
21810,0.4,4,7,2,61.1,58.0,666
21811,1.04,5,4,7,62.5,55.0,8120
21812,0.38,5,1,3,62.0,54.0,525
21813,0.59,5,6,3,62.9,57.0,1789
21814,0.7,2,6,5,59.8,62.0,2973
21815,0.36,5,6,4,60.7,56.0,738
21816,0.32,5,6,1,60.7,57.0,490
21817,1.51,3,7,4,63.2,57.0,12311
21818,2.16,5,1,3,63.0,55.0,14691
21819,0.95,5,2,2,61.2,56.0,3918
21820,0.9,1,3,3,61.4,61.0,3282
21821,0.35,5,5,6,61.3,55.0,806
21822,0.31,5,4,6,62.0,56.0,726
21823,0.73,5,2,4,60.8,56.0,3438
21824,1.0,5,6,3,62.8,54.2,5728
21825,0.7,4,2,2,62.4,58.0,1890
21826,1.01,4,5,4,62.3,58.0,6271
21827,0.33,4,5,3,62.8,58.0,705
21828,0.52,2,3,4,63.6,57.0,1289
21829,1.8,4,7,3,61.2,58.0,12338
21830,0.71,3,6,4,63.4,60.0,2450
21831,1.08,4,2,3,60.5,60.0,4355
21832,0.59,3,2,4,60.3,59.0,1445
21833,1.51,3,5,4,63.7,60.0,13012
21834,0.34,5,4,7,61.9,54.0,863
21835,1.0,3,5,3,59.4,60.0,4961
21836,0.7,1,4,5,56.2,65.0,2384
21837,0.43,5,4,7,61.4,57.0,1037
21838,0.7,5,2,4,62.2,55.0,2154
21839,0.39,2,5,3,63.6,58.0,718
21840,0.9,4,7,3,62.2,60.0,4612
21841,1.02,4,4,4,62.1,58.0,6397
21842,0.79,5,7,3,61.3,54.0,3328
21843,0.25,3,7,6,62.0,61.0,548
21844,0.72,5,4,2,61.7,56.0,2177
21845,1.51,5,6,2,61.9,56.0,10781
21846,0.55,2,5,3,57.0,62.0,1410
21847,0.51,5,6,5,61.5,56.0,1758
21848,1.01,4,7,2,61.7,59.0,4072
21849,0.4,4,7,6,62.2,54.0,1323
21850,0.51,5,5,6,61.9,56.0,1998
21851,1.01,5,7,3,62.4,54.0,5147
21852,0.5,5,2,5,61.9,54.0,1130
21853,0.73,1,5,2,53.4,65.0,2164
21854,0.32,5,4,5,62.0,55.0,665
21855,0.92,5,2,3,61.8,57.0,3323
21856,1.31,4,1,3,60.3,62.0,4490
21857,1.22,4,3,5,62.2,58.0,5773
21858,0.72,2,5,3,63.6,55.0,2421
21859,0.27,5,6,6,60.2,55.0,760
21860,1.01,3,3,7,60.6,56.0,6733
21861,0.72,5,2,5,61.4,58.0,2586
21862,0.34,5,2,8,62.1,54.0,695
21863,1.01,5,5,5,62.1,54.0,8133
21864,0.26,3,6,6,61.7,60.0,599
21865,1.2,5,5,5,62.1,58.0,10367
21866,0.31,5,2,4,61.0,57.0,452
21867,1.23,5,3,4,62.3,56.0,7260
21868,0.54,4,3,6,60.6,60.0,1786
21869,0.34,4,4,4,62.0,59.0,765
21870,0.41,5,7,3,61.4,56.0,791
21871,1.06,4,6,5,59.1,58.0,6669
21872,0.3,3,3,4,62.9,59.0,473
21873,0.41,5,3,3,62.6,55.0,683
21874,0.7,2,5,5,63.8,58.0,2970
21875,1.13,4,4,4,61.9,58.0,7151
21876,0.39,5,4,2,61.2,56.0,603
21877,0.73,4,6,3,62.7,58.0,2703
21878,0.33,5,5,8,62.2,53.0,971
21879,0.3,3,6,4,62.1,62.0,575
21880,0.71,5,6,5,61.9,56.0,4053
21881,0.42,5,4,4,62.4,54.0,847
21882,0.51,3,7,3,59.4,59.0,1420
21883,0.9,3,2,2,60.4,58.0,3099
21884,0.58,5,5,7,61.7,55.0,3090
21885,1.01,3,6,2,60.9,58.0,4566
21886,1.51,3,1,4,61.0,58.0,7744
21887,1.01,3,4,4,62.7,61.0,5747
21888,0.41,5,2,3,61.6,56.0,639
21889,1.0,5,4,7,61.9,57.0,8366
21890,2.1,1,4,2,65.0,56.0,11923
21891,1.03,5,5,8,61.3,56.0,11365
21892,1.52,1,4,2,64.9,59.0,5533
21893,0.31,4,4,5,59.6,61.0,802
21894,0.72,5,7,4,61.8,57.0,3099
21895,0.34,5,6,7,62.2,56.0,1014
21896,0.5,2,4,6,63.6,57.0,1764
21897,0.91,3,3,4,62.6,57.0,4922
21898,0.31,5,4,4,61.6,54.0,698
21899,1.14,5,2,3,60.8,58.0,5096
21900,1.01,3,7,3,58.1,61.0,5055
21901,1.08,4,3,3,62.6,56.0,4826
21902,0.56,3,3,6,59.8,57.0,1723
21903,0.31,5,5,6,62.4,55.0,977
21904,0.42,4,3,3,60.9,58.0,700
21905,1.22,5,3,2,61.1,57.0,5807
21906,1.5,3,5,2,62.3,60.0,8431
21907,0.91,3,6,3,63.3,56.0,4191
21908,1.32,3,2,5,63.5,58.0,6793
21909,1.28,4,7,2,61.2,58.0,6936
21910,1.52,4,7,2,62.4,59.0,6810
21911,0.35,5,7,4,62.3,56.0,945
21912,0.7,5,6,4,60.8,56.0,3504
21913,0.31,5,7,6,61.6,54.0,840
21914,0.38,4,7,3,59.1,58.0,635
21915,0.56,3,6,5,61.9,57.0,2037
21916,0.3,2,3,5,63.2,56.0,526
21917,0.62,3,3,8,60.3,59.0,2367
21918,1.19,5,5,6,60.8,57.0,10748
21919,0.7,4,6,3,58.6,60.0,2657
21920,1.0,2,7,1,57.8,62.0,2657
21921,0.71,3,6,3,63.2,57.0,2516
21922,1.02,4,7,2,59.3,60.0,4583
21923,1.61,5,6,2,63.0,60.0,11090
21924,1.51,4,1,4,60.7,60.0,7357
21925,0.54,2,7,3,63.2,55.0,1551
21926,2.27,4,1,5,62.4,58.0,16994
21927,0.7,2,3,6,62.1,64.0,2767
21928,0.32,3,5,4,62.8,57.0,645
21929,0.32,3,7,3,63.5,55.0,756
21930,0.46,5,2,4,62.2,56.0,1073
21931,1.01,2,6,5,63.6,57.0,7665
21932,0.92,3,3,3,60.6,60.0,3800
21933,0.81,5,5,4,61.7,57.0,3756
21934,0.69,3,5,3,62.6,59.6,1951
21935,0.72,4,5,2,61.3,59.0,1676
21936,0.51,3,1,4,62.5,56.0,1047
21937,1.21,3,3,4,62.8,57.0,6684
21938,0.71,5,7,2,60.0,57.0,2633
21939,0.53,5,5,4,61.1,56.0,1631
21940,0.71,3,4,3,62.9,56.0,2184
21941,1.22,5,5,5,62.3,57.0,10100
21942,0.53,3,5,5,61.5,59.0,1821
21943,0.32,5,3,4,62.0,55.0,648
21944,0.84,2,4,5,63.6,57.0,3316
21945,0.74,5,5,3,61.0,57.0,2851
21946,0.5,4,6,3,63.0,58.0,1415
21947,2.04,4,3,2,62.8,57.0,13790
21948,1.18,5,2,5,62.6,55.0,6661
21949,0.94,4,6,3,62.0,58.0,4580
21950,0.38,4,4,5,61.9,59.0,833
21951,0.61,3,7,3,58.5,58.0,1828
21952,0.4,3,3,7,62.3,55.0,1139
21953,0.31,5,4,3,61.2,56.0,493
21954,0.73,5,3,8,61.6,55.0,3378
21955,0.78,3,5,2,61.5,59.0,2307
21956,0.8,3,3,3,62.5,56.0,2919
21957,0.57,5,7,5,61.6,55.0,2043
21958,1.05,2,1,5,57.8,64.0,3881
21959,0.41,5,7,6,62.3,55.0,1295
21960,0.4,5,7,5,59.9,57.0,1200
21961,0.93,3,4,3,61.5,57.0,4111
21962,0.33,3,7,4,62.5,59.0,681
21963,1.16,4,5,2,62.4,59.0,5164
21964,1.06,4,5,3,62.1,58.0,5142
21965,0.36,5,3,5,61.5,55.0,651
21966,0.34,5,4,3,61.5,55.0,540
21967,1.0,5,3,3,60.3,56.0,4788
21968,0.7,4,5,3,59.5,57.0,2596
21969,1.01,5,4,4,59.7,57.0,6024
21970,0.92,2,7,2,60.3,61.0,3843
21971,0.37,5,5,5,61.1,56.0,846
21972,1.72,3,1,4,60.9,61.0,10477
21973,0.35,3,4,7,59.3,61.0,921
21974,2.14,3,6,2,61.5,58.0,18125
21975,0.32,5,5,7,61.7,55.0,867
21976,0.7,3,4,5,62.3,58.0,2631
21977,1.05,3,6,2,62.2,59.0,3816
21978,1.01,5,4,5,62.0,57.0,6504
21979,0.9,2,1,2,63.9,56.0,2693
21980,0.51,4,5,4,60.1,59.0,1574
21981,0.25,2,7,6,64.6,56.0,462
21982,0.41,5,5,6,62.6,55.0,1192
21983,0.41,2,7,3,63.3,55.0,738
21984,1.15,4,6,2,62.3,58.0,4688
21985,0.73,4,3,3,62.2,57.0,2107
21986,1.06,5,6,2,62.2,55.0,5319
21987,0.52,5,4,6,61.6,56.0,1784
21988,0.31,4,4,7,62.1,59.0,1046
21989,0.9,4,4,3,62.0,61.0,3669
21990,0.3,5,6,3,61.7,57.0,640
21991,0.5,5,7,2,62.5,55.0,1239
21992,0.9,4,3,4,60.0,59.0,3629
21993,0.47,5,6,5,61.5,55.0,1400
21994,0.96,5,4,3,62.6,57.0,4355
21995,0.43,5,5,5,61.9,56.0,774
21996,0.92,4,7,2,62.4,58.0,4096
21997,0.55,5,4,6,60.8,56.9,2064
21998,1.3,5,5,2,62.2,56.0,6442
21999,2.02,3,3,4,61.5,59.0,17887
22000,0.37,5,6,4,61.9,53.0,811
22001,0.71,5,4,4,62.1,57.0,2587
22002,0.3,2,1,3,64.0,55.0,439
22003,1.04,4,6,2,62.4,57.0,4892
22004,0.84,5,3,2,59.9,59.0,2593
22005,1.02,5,3,3,58.8,57.0,4819
22006,1.04,3,4,5,63.4,59.0,6814
22007,0.72,4,5,6,61.6,59.0,3105
22008,0.7,4,4,3,62.0,61.0,2184
22009,1.07,4,6,2,60.5,59.0,4284
22010,0.8,5,7,2,61.9,54.0,3154
22011,1.4,4,1,3,62.9,59.0,4939
22012,0.4,4,4,6,61.1,58.0,1050
22013,1.5,1,3,4,65.2,58.0,10206
22014,0.78,5,3,3,61.1,57.0,2616
22015,0.31,5,5,4,61.6,56.0,583
22016,1.5,3,7,2,63.1,56.0,9783
22017,0.34,3,4,4,62.9,55.0,596
22018,0.3,5,3,3,61.9,57.0,450
22019,1.01,3,2,3,63.2,54.0,4525
22020,1.13,4,5,4,59.8,61.0,6822
22021,1.12,5,6,2,60.9,57.0,3864
22022,1.03,4,4,4,62.2,56.0,5814
22023,0.31,5,7,4,62.2,56.0,942
22024,0.9,2,5,4,63.8,55.0,4309
22025,1.2,1,4,1,66.6,57.0,2376
22026,1.04,4,3,2,58.6,60.0,4368
22027,0.58,3,7,4,60.2,57.0,1977
22028,1.5,4,6,2,61.5,60.0,7182
22029,0.34,3,7,3,59.6,59.0,626
22030,1.52,3,3,6,63.0,60.0,11904
22031,0.3,4,6,4,62.0,59.0,658
22032,1.02,4,7,2,62.3,58.0,4044
22033,0.52,2,5,3,63.6,62.0,1357
22034,0.23,2,4,6,63.8,56.0,428
22035,0.52,5,3,3,61.9,56.0,1098
22036,1.27,4,5,6,61.3,60.0,11905
22037,0.41,3,3,6,62.0,56.0,873
22038,0.3,5,4,8,62.3,52.8,830
22039,0.32,3,3,5,62.9,54.0,561
22040,0.3,2,4,5,63.5,58.0,565
22041,0.51,3,7,3,62.2,58.0,1398
22042,0.73,4,5,1,59.3,61.0,1207
22043,0.9,3,5,5,60.7,57.0,5242
22044,0.6,3,6,3,63.2,56.0,1836
22045,0.32,5,7,3,62.7,57.0,756
22046,0.73,3,4,5,60.7,55.0,3011
22047,1.22,5,3,5,61.9,54.0,8411
22048,0.37,3,6,4,60.6,58.0,757
22049,0.3,5,5,8,62.1,54.0,886
22050,0.6,4,6,3,63.0,60.0,1577
22051,1.57,3,1,4,62.0,58.0,8538
22052,0.41,4,5,3,61.8,58.0,969
22053,0.71,5,5,1,60.1,57.0,1761
22054,0.55,5,3,8,62.3,54.0,1905
22055,0.32,5,3,6,59.8,57.0,628
22056,1.04,5,5,6,62.2,56.0,9115
22057,1.71,2,2,4,58.0,60.0,11250
22058,0.53,5,2,6,60.9,56.0,1351
22059,0.53,5,6,7,61.5,54.0,3323
22060,0.43,5,7,3,62.5,55.0,774
22061,1.01,2,7,2,63.6,57.0,4719
22062,1.16,3,4,7,60.7,56.0,9023
22063,0.34,5,4,4,62.5,57.0,765
22064,0.97,4,5,3,59.9,59.0,4810
22065,0.4,5,4,6,62.6,53.0,917
22066,0.39,5,4,5,62.2,54.3,853
22067,0.53,4,7,4,60.2,58.0,1904
22068,1.13,3,5,3,63.2,56.0,5584
22069,0.75,5,1,4,61.2,56.0,2104
22070,0.4,2,4,4,62.8,54.4,909
22071,0.31,5,6,6,61.0,56.0,1046
22072,0.41,3,4,5,62.4,57.0,899
22073,0.53,5,3,3,62.0,54.0,1205
22074,1.13,5,4,8,61.7,57.0,10228
22075,0.72,5,7,4,62.0,54.8,3543
22076,1.2,5,2,3,62.2,56.0,5174
22077,1.07,3,5,3,61.6,58.0,6061
22078,0.5,5,6,4,61.3,55.0,1695
22079,1.21,4,4,4,62.2,58.0,7320
22080,0.5,3,7,3,63.4,56.0,1354
22081,0.31,4,4,3,61.8,60.0,593
22082,1.02,4,3,3,60.3,59.0,4558
22083,0.34,5,4,4,61.0,57.0,596
22084,0.33,4,4,7,60.4,59.0,1114
22085,1.51,3,2,2,63.1,60.0,6819
22086,1.02,2,5,2,63.8,53.0,4162
22087,0.96,1,3,1,60.1,62.0,1808
22088,0.91,5,5,2,61.8,56.0,2718
22089,0.73,4,7,3,60.5,58.0,2498
22090,1.02,5,6,2,62.8,55.0,4478
22091,0.4,5,6,6,62.5,54.0,926
22092,1.01,4,4,6,61.3,61.0,6470
22093,0.31,5,7,5,61.6,55.0,766
22094,1.01,4,4,3,63.0,60.0,4118
22095,0.53,3,6,5,61.7,59.0,1844
22096,1.02,3,2,4,59.3,59.0,4762
22097,1.7,4,3,3,61.8,61.0,11848
22098,0.44,4,4,4,60.6,58.0,828
22099,0.31,4,7,4,61.7,59.0,734
22100,0.41,4,4,4,61.8,58.0,827
22101,1.24,5,4,8,62.0,55.0,13178
22102,0.55,4,7,4,61.3,60.0,2030
22103,1.27,5,1,4,61.6,56.1,5606
22104,1.55,3,3,3,61.6,54.0,9818
22105,0.31,4,2,3,59.6,58.0,418
22106,0.3,5,4,7,61.8,57.0,764
22107,0.56,5,5,5,61.7,54.0,2016
22108,0.5,5,7,6,62.5,53.0,2475
22109,1.0,4,5,4,60.6,59.0,5718
22110,0.4,4,5,5,62.9,58.0,1050
22111,0.33,5,6,5,60.6,57.0,686
22112,0.51,5,5,3,61.7,56.0,1394
22113,0.31,5,5,7,62.1,54.0,828
22114,1.0,2,7,2,61.5,63.0,4218
22115,1.0,1,1,4,65.7,59.0,2811
22116,0.45,1,6,4,65.8,58.0,951
22117,1.1,3,3,6,59.7,57.8,6497
22118,0.73,5,1,4,62.0,56.0,2258
22119,1.72,5,6,1,62.2,55.0,7802
22120,1.5,5,2,3,62.7,57.0,8291
22121,1.0,2,3,2,63.8,57.0,3640
22122,1.07,3,3,2,61.8,63.0,3296
22123,0.39,4,5,4,62.4,58.0,1053
22124,0.81,5,6,2,60.3,57.0,2864
22125,0.44,4,4,3,61.9,59.0,990
22126,0.77,5,7,3,62.5,56.0,3345
22127,0.58,5,4,2,61.5,55.0,1276
22128,0.38,4,5,5,62.4,59.0,998
22129,1.32,4,5,2,60.6,60.0,6660
22130,0.31,5,6,7,59.7,60.0,853
22131,0.39,5,1,4,61.4,57.0,581
22132,1.25,5,4,2,61.6,57.0,5259
22133,1.5,2,6,2,63.3,57.0,9281
22134,0.31,5,4,4,61.4,57.0,698
22135,1.01,2,5,6,60.3,62.0,8647
22136,0.7,3,4,3,60.7,58.0,2074
22137,0.51,5,7,4,61.8,55.0,1882
22138,0.3,5,5,5,61.2,57.0,621
22139,0.34,5,7,4,62.9,56.0,1033
22140,1.2,5,5,4,62.6,56.0,8486
22141,1.21,4,4,4,61.0,58.0,8504
22142,1.25,2,4,5,63.4,55.0,8901
22143,0.9,4,2,2,60.6,60.0,3001
22144,0.78,3,5,2,62.2,59.0,2550
22145,0.3,4,7,4,60.4,59.0,710
22146,0.42,5,4,6,61.4,54.0,962
22147,0.54,5,3,8,60.9,57.0,2096
22148,0.9,3,7,5,58.9,59.0,5195
22149,1.06,5,4,5,61.7,57.0,8093
22150,1.01,2,5,4,63.2,58.0,5988
22151,1.07,5,4,3,62.2,57.0,5303
22152,1.25,5,4,3,60.4,57.0,6608
22153,1.26,5,3,2,61.8,54.0,6597
22154,1.01,3,6,3,60.8,59.0,6268
22155,0.54,4,3,6,60.6,60.0,1662
22156,0.32,4,2,3,62.9,58.0,554
22157,0.38,5,5,4,62.4,54.0,969
22158,0.32,4,3,4,60.5,59.0,505
22159,1.17,5,1,3,62.3,55.0,4883
22160,0.34,5,5,4,62.1,56.0,880
22161,0.31,5,4,7,61.6,54.0,778
22162,1.11,5,4,5,62.8,55.0,8129
22163,0.3,5,6,6,61.7,57.0,789
22164,0.52,5,4,6,62.2,56.0,1906
22165,0.38,5,7,6,61.5,56.0,1200
22166,1.02,3,3,3,62.8,58.0,4932
22167,1.66,5,2,4,62.3,54.0,11156
22168,0.52,5,5,6,60.6,56.0,2137
22169,0.5,2,5,3,63.7,61.0,1125
22170,1.21,5,5,3,61.2,59.0,7349
22171,0.7,4,6,3,61.1,60.0,1971
22172,0.26,5,6,6,62.5,55.0,724
22173,0.53,3,7,7,61.2,55.0,3307
22174,0.31,3,4,3,63.0,56.0,462
22175,2.34,3,3,1,62.4,55.4,11119
22176,1.01,5,6,7,62.0,57.0,11154
22177,1.32,5,4,5,61.7,56.0,11584
22178,0.5,4,7,3,62.8,57.0,1593
22179,0.32,4,7,4,61.7,58.0,758
22180,0.54,5,4,4,60.7,56.0,1637
22181,0.31,5,7,4,60.8,56.0,692
22182,0.24,3,5,4,61.3,54.0,461
22183,0.82,4,5,5,62.1,56.0,3513
22184,0.7,3,6,2,59.6,63.0,2310
22185,1.06,4,5,3,58.4,61.0,5535
22186,0.43,3,6,2,61.8,60.0,688
22187,1.07,4,2,3,58.4,60.0,4075
22188,1.51,5,1,6,61.4,59.0,9334
22189,1.0,4,6,2,61.7,58.0,4704
22190,0.55,4,6,4,59.1,60.0,1664
22191,0.43,4,6,1,58.4,62.0,713
22192,0.41,3,5,4,62.6,58.0,863
22193,0.72,5,6,3,59.8,57.0,2265
22194,0.52,5,4,6,62.4,55.0,2012
22195,1.09,5,5,8,61.4,55.0,11846
22196,0.73,5,6,3,60.6,54.0,2803
22197,0.3,2,1,5,63.4,55.0,394
22198,0.33,3,7,5,60.3,61.0,727
22199,0.3,5,6,4,62.2,56.0,844
22200,1.21,5,6,3,62.1,56.0,7955
22201,1.7,3,3,6,63.2,56.0,11133
22202,1.51,3,4,2,62.8,56.0,8637
22203,0.5,1,3,3,62.3,60.0,1078
22204,1.02,4,3,4,62.5,56.0,5312
22205,0.32,3,3,4,63.0,57.0,505
22206,0.9,2,2,7,63.6,58.0,4114
22207,0.4,5,5,5,61.1,56.0,982
22208,0.31,3,4,5,62.0,59.0,625
22209,0.39,3,7,4,59.5,57.0,1040
22210,1.0,4,6,2,60.5,61.0,4077
22211,0.43,5,7,3,61.6,56.0,1036
22212,1.04,2,6,3,63.8,58.0,5766
22213,0.3,5,7,4,62.6,56.0,911
22214,0.53,5,7,3,62.0,57.0,1566
22215,0.33,2,2,6,63.7,56.0,743
22216,1.51,2,5,6,63.7,58.0,14654
22217,0.91,2,7,2,63.8,58.0,3781
22218,0.57,3,2,2,62.1,57.0,1000
22219,0.5,1,7,4,66.9,57.0,1431
22220,0.33,5,4,7,62.3,55.0,1114
22221,0.35,3,7,3,63.3,57.0,827
22222,0.53,5,7,2,61.4,56.0,1412
22223,0.7,5,4,7,61.6,57.0,3763
22224,0.71,2,2,3,59.9,65.0,2165
22225,1.5,3,4,5,60.2,58.0,13596
22226,1.0,3,7,2,61.6,58.0,4543
22227,0.9,3,7,2,60.3,63.0,3534
22228,0.59,5,5,6,61.2,56.0,2345
22229,1.23,4,4,5,61.3,58.0,8759
22230,0.42,3,7,6,62.8,59.0,1185
22231,0.32,4,4,4,62.8,58.0,720
22232,0.23,5,4,3,61.2,56.0,375
22233,1.01,3,1,2,62.8,59.0,3906
22234,0.26,2,7,7,64.3,55.0,532
22235,1.01,5,2,5,62.9,56.0,4118
22236,0.61,3,6,3,62.2,60.0,1983
22237,0.23,2,7,7,64.8,58.0,478
22238,1.01,2,6,3,64.7,57.0,4608
22239,0.32,5,3,7,62.1,54.0,936
22240,0.7,5,5,4,61.3,57.0,3008
22241,1.5,3,4,3,63.6,58.0,10633
22242,1.02,5,5,4,62.0,56.0,7326
22243,1.0,2,3,1,57.6,61.0,2940
22244,0.31,2,5,5,63.9,55.0,779
22245,1.02,4,3,3,61.9,61.0,4558
22246,0.31,5,7,2,61.3,56.0,593
22247,0.36,5,3,3,62.3,57.0,505
22248,1.12,4,4,7,60.9,57.0,8561
22249,0.4,5,2,4,62.3,54.0,667
22250,1.0,2,4,2,64.0,55.0,3941
22251,1.51,4,1,3,61.2,62.0,6976
22252,0.91,4,5,2,59.8,58.0,2564
22253,1.53,4,4,5,60.2,59.0,13119
22254,2.02,4,5,2,61.7,58.0,18487
22255,0.96,5,2,4,59.8,57.0,3462
22256,0.57,5,3,3,61.3,54.0,1292
22257,0.56,5,2,3,62.1,54.0,1094
22258,0.9,5,6,5,61.3,57.0,5335
22259,0.32,3,7,6,61.1,59.0,804
22260,0.51,3,5,2,62.3,55.0,1243
22261,0.38,3,4,5,63.5,59.0,840
22262,0.58,5,5,5,61.2,57.0,1979
22263,1.71,3,3,5,62.0,56.0,13904
22264,0.41,5,6,6,62.3,56.0,1187
22265,1.01,4,4,3,62.8,59.0,4338
22266,0.73,3,6,3,63.3,60.0,2523
22267,0.33,5,4,7,61.8,55.0,838
22268,0.38,5,5,3,60.4,57.0,844
22269,0.9,4,4,5,62.7,58.0,4661
22270,1.5,3,2,3,63.1,59.0,8291
22271,0.4,5,7,2,60.5,57.0,648
22272,1.52,4,3,4,60.6,61.0,9704
22273,0.73,5,3,3,62.9,58.0,2377
22274,0.3,3,3,4,61.1,61.0,473
22275,1.01,5,3,3,62.6,55.0,4836
22276,0.89,5,4,6,61.7,55.0,4062
22277,1.7,4,2,4,61.9,56.0,10396
22278,0.3,5,4,7,61.7,57.0,1013
22279,0.8,5,2,5,61.9,54.1,2986
22280,1.14,4,4,3,62.2,58.0,5326
22281,0.71,3,2,6,63.1,58.0,2450
22282,0.31,3,7,4,61.8,57.0,734
22283,1.13,4,1,2,59.7,59.0,4093
22284,1.12,3,4,3,61.1,59.0,5361
22285,0.3,5,7,5,62.2,56.0,835
22286,0.7,5,5,4,62.7,55.0,3011
22287,0.77,4,6,4,60.5,59.0,3291
22288,0.36,5,7,4,62.0,54.0,776
22289,0.9,4,4,3,60.2,59.0,3879
22290,2.07,4,6,2,58.9,61.0,13786
22291,0.5,4,5,4,62.4,60.0,1654
22292,0.79,5,2,3,61.6,57.0,2442
22293,0.34,4,3,4,62.4,60.0,689
22294,0.31,3,6,7,59.9,62.0,763
22295,1.52,5,4,7,61.4,57.0,16343
22296,0.25,3,6,6,60.5,59.0,575
22297,1.06,3,3,3,62.6,58.0,5020
22298,0.5,3,5,3,61.2,61.0,1250
22299,0.7,3,3,4,62.9,58.0,2276
22300,0.41,4,4,4,61.5,58.0,827
22301,0.33,5,3,7,61.6,55.0,730
22302,0.4,4,2,3,59.8,57.0,765
22303,0.4,3,6,6,62.3,57.0,1043
22304,0.91,3,5,3,62.0,59.0,4141
22305,1.01,3,7,2,60.1,60.0,4690
22306,0.74,4,6,5,62.8,59.0,3357
22307,0.35,5,5,6,62.1,56.0,745
22308,0.3,5,3,8,62.2,54.0,764
22309,0.4,4,6,5,61.2,59.0,1053
22310,1.71,3,3,3,59.5,59.0,12791
22311,0.41,4,6,5,62.8,58.0,1153
22312,1.11,4,5,2,62.2,57.0,5284
22313,0.29,3,6,5,62.4,55.0,555
22314,0.55,5,6,5,61.5,57.0,1857
22315,1.56,4,5,3,60.5,59.0,9120
22316,0.72,5,2,6,62.5,56.0,2594
22317,1.71,4,3,3,58.1,59.0,9193
22318,0.32,5,7,3,62.0,55.0,589
22319,0.57,5,4,3,60.5,57.0,1369
22320,1.2,5,2,3,61.8,56.0,5510
22321,0.31,3,2,4,63.1,54.0,558
22322,0.81,4,4,4,61.4,60.0,3193
22323,0.41,4,1,7,60.1,58.0,994
22324,1.03,5,4,2,62.9,57.0,4290
22325,1.0,4,5,3,62.8,59.0,4939
22326,0.44,2,6,2,63.2,59.0,684
22327,0.31,4,6,5,58.9,59.0,930
22328,0.3,4,4,7,62.7,59.0,1013
22329,1.01,2,5,2,64.3,59.0,4197
22330,0.51,4,4,5,62.5,58.0,1656
22331,0.32,2,6,3,63.2,56.0,561
22332,1.51,1,4,1,65.6,54.0,4167
22333,0.33,4,3,8,62.9,58.0,1010
22334,0.3,5,6,4,61.5,55.0,658
22335,1.04,4,4,2,61.2,58.0,4200
22336,1.07,4,3,3,61.5,57.0,5123
22337,0.3,5,3,4,62.1,57.0,491
22338,1.0,1,3,3,65.5,62.0,2873
22339,0.71,3,2,7,63.5,57.0,2456
22340,0.41,4,7,2,62.3,61.0,818
22341,0.42,5,4,6,60.7,55.0,1103
22342,0.39,5,6,8,62.5,57.0,1248
22343,1.52,5,1,5,62.8,54.3,8687
22344,1.0,3,5,7,61.7,57.0,9492
22345,2.01,1,7,2,59.4,66.0,15627
22346,0.34,5,7,7,61.7,57.0,1133
22347,1.22,5,4,4,62.0,55.0,7923
22348,1.51,4,2,3,62.2,61.0,6756
22349,1.3,3,2,5,62.6,57.0,6819
22350,1.22,5,4,4,61.4,56.0,8362
22351,1.45,1,5,2,64.4,58.0,6455
22352,0.5,5,7,6,61.8,54.1,2639
22353,0.31,5,7,4,62.1,54.0,734
22354,1.21,5,2,7,61.6,55.0,7086
22355,0.31,4,3,8,60.8,59.0,739
22356,1.01,3,3,4,62.1,57.0,5028
22357,0.53,5,4,6,61.7,54.5,1993
22358,1.01,1,3,2,65.4,59.0,2846
22359,0.61,5,7,4,61.6,56.0,2364
22360,0.5,3,6,4,62.9,56.0,1584
22361,0.3,5,3,5,61.6,55.0,526
22362,0.3,5,4,6,62.2,55.0,878
22363,0.45,3,6,2,63.2,54.0,731
22364,0.3,4,3,5,61.3,58.0,675
22365,0.76,2,1,3,63.8,57.0,1809
22366,0.35,5,5,8,60.9,55.0,1312
22367,0.41,4,7,6,61.9,59.0,1105
22368,0.31,5,5,8,62.0,55.0,901
22369,1.2,3,2,3,63.2,58.0,5257
22370,0.57,5,2,3,62.5,55.0,1173
22371,0.91,3,5,2,60.9,58.0,4054
22372,1.32,5,4,3,62.1,57.0,8231
22373,0.81,3,2,4,62.6,59.7,2444
22374,0.7,2,4,4,63.1,55.0,2633
22375,2.01,5,4,2,63.0,56.0,13498
22376,0.51,4,5,5,62.2,58.0,1749
22377,0.29,3,5,7,61.5,56.0,563
22378,1.02,2,4,3,63.6,58.0,5055
22379,0.42,4,5,5,59.8,57.0,985
22380,0.91,5,6,3,60.7,56.0,3665
22381,1.51,4,3,4,62.9,59.0,11268
22382,2.01,4,5,2,61.3,61.0,17746
22383,0.51,2,4,2,63.2,57.0,1002
22384,1.22,5,4,4,62.0,57.0,8062
22385,1.41,4,3,4,61.2,60.0,8812
22386,1.83,5,6,2,62.8,56.0,13254
22387,1.05,3,5,5,60.2,58.0,7276
22388,0.6,4,4,2,60.8,58.0,1433
22389,1.09,5,4,5,61.7,54.0,7992
